208,19,6,3,3
209,16.5,6,2,2
210,16.5,8,1,1
211,13,8,1,1
212,13,8,1,1
213,13,8,1,1
214,31.5,4,3,3
215,30,4,1,1
216,36,4,2,2
217,25.5,4,1,1
218,33.5,4,3,3
219,17.5,8,1,1
220,17,8,1,1
221,15.5,8,1,1
222,15,8,1,1
223,17.5,6,1,1
224,20.5,6,1,1
225,19,6,1,1
226,18.5,6,1,1
227,16,8,1,1
228,15.5,8,1,1
229,15.5,8,1,1
230,16,8,1,1
231,29,4,2,2
232,24.5,4,1,1
233,26,4,3,3
234,25.5,4,1,1
235,30.5,4,1,1
236,33.5,4,1,1
237,30,4,3,3
238,30.5,4,2,2
239,22,6,3,3
240,21.5,4,2,2
241,21.5,3,3,3
242,43.1,4,2,2
243,36.1,4,1,1
244,32.8,4,3,3
245,39.4,4,3,3
246,36.1,4,3,3
247,19.9,8,1,1
248,19.4,8,1,1
249,20.2,8,1,1
250,19.2,6,1,1
251,20.5,6,1,1
252,20.2,6,1,1
253,25.1,4,1,1
254,20.5,6,1,1
255,19.4,6,1,1
256,20.6,6,1,1
257,20.8,6,1,1
258,18.6,6,1,1
259,18.1,6,1,1
260,19.2,8,1,1
261,17.7,6,1,1
262,18.1,8,1,1
263,17.5,8,1,1
264,30,4,1,1
265,27.5,4,3,3
266,27.2,4,3,3
267,30.9,4,1,1
268,21.1,4,3,3
269,23.2,4,1,1
270,23.8,4,1,1
271,23.9,4,3,3
272,20.3,5,2,2
273,17,6,2,2
274,21.6,4,2,2
275,16.2,6,2,2
276,31.5,4,2,2
277,29.5,4,3,3
278,21.5,6,1,1
279,19.8,6,1,1
280,22.3,4,1,1
281,20.2,6,1,1
282,20.6,6,1,1
283,17,8,1,1
284,17.6,8,1,1
285,16.5,8,1,1
286,18.2,8,1,1
287,16.9,8,1,1
288,15.5,8,1,1
289,19.2,8,1,1
290,18.5,8,1,1
291,31.9,4,2,2
292,34.1,4,3,3
293,35.7,4,1,1
294,27.4,4,1,1
295,25.4,5,2,2
296,23,8,1,1
297,27.2,4,2,2
298,23.9,8,1,1
299,34.2,4,1,1
300,34.5,4,1,1
301,31.8,4,3,3
302,37.3,4,2,2
303,28.4,4,1,1
304,28.8,6,1,1
305,26.8,6,1,1
306,33.5,4,1,1
307,41.5,4,2,2
308,38.1,4,3,3
309,32.1,4,1,1
310,37.2,4,3,3
311,28,4,1,1
312,26.4,4,1,1
313,24.3,4,1,1
314,19.1,6,1,1
315,34.3,4,2,2
316,29.8,4,3,3
317,31.3,4,3,3
318,37,4,3,3
319,32.2,4,3,3
320,46.6,4,3,3
321,27.9,4,1,1
322,40.8,4,3,3
323,44.3,4,2,2
324,43.4,4,2,2
325,36.4,5,2,2
326,30,4,2,2
327,44.6,4,3,3
328,33.8,4,3,3
329,29.8,4,2,2
330,32.7,6,3,3
331,23.7,3,3,3
332,35,4,2,2
333,32.4,4,3,3
334,27.2,4,1,1
335,26.6,4,1,1
336,25.8,4,1,1
337,23.5,6,1,1
338,30,4,1,1
339,39.1,4,3,3
340,39,4,1,1
341,35.1,4,3,3
342,32.3,4,3,3
343,37,4,3,3
344,37.7,4,3,3
345,34.1,4,3,3
346,34.7,4,1,1
347,34.4,4,1,1
348,29.9,4,1,1
349,33,4,2,2
350,33.7,4,3,3
351,32.4,4,3,3
352,32.9,4,3,3
353,31.6,4,3,3
354,28.1,4,2,2
355,30.7,6,2,2
356,25.4,6,3,3
357,24.2,6,3,3
358,22.4,6,1,1
359,26.6,8,1,1
360,20.2,6,1,1
361,17.6,6,1,1
362,28,4,1,1
363,27,4,1,1
364,34,4,1,1
365,31,4,1,1
366,29,4,1,1
367,27,4,1,1
368,24,4,1,1
369,36,4,2,2
370,37,4,3,3
371,31,4,3,3
372,38,4,1,1
373,36,4,1,1
374,36,4,3,3
375,36,4,3,3
376,34,4,3,3
377,38,4,3,3
378,32,4,3,3
379,38,4,3,3
380,25,6,1,1
381,38,6,1,1
382,26,4,1,1
383,22,6,1,1
384,32,4,3,3
385,36,4,1,1
386,27,4,1,1
387,27,4,1,1
388,44,4,2,2
389,32,4,1,1
390,28,4,1,1
391,31,4,1,1
